Hash,author,KC-Tags,MF-Tags,AM-Tags
d86b9f94c6599ef2e8e9c855f3dfb4cfcfddc019,Bruno Dilly,['addAsset'],['addAsset' | ('Remove' | 'build') | ('Modify' | 'build') | ('Added' | 'build')],[('Added' | 'build') | ('Modify' | 'build') | 'changeAsset']
