Hash,author,KC-Tags,MF-Tags,AM-Tags
5578b266e9ae05391d53b446acf23818256ff13f,Valentine Barshak,[('Added' | 'Feature') | ('New' | 'Depends') | ('New' | 'Select')],[('Added' | 'Mapping')],['addAsset']
8e84c25821698bdef73c0329fb2022a4673b7adc,Eugene Krasnikov,[('Added' | 'Menu') | ('Added' | 'Feature') | ('Added' | 'Depends') | ('New' | 'Depends')],[('Added' | 'build')],['changeAsset' | 'addAsset']
66548e40583b1470300341c6784fdc5176f7609f,Michael Ellerman,[('Added' | 'Feature') | ('Added' | 'Depends') | ('New' | 'Default')],[('Added' | 'Mapping')],['addAsset']
c63a164271f81220ff4966d41218a9101f3d0ec4,Jovi Zhangwei,[('Added' | 'Menu') | ('Added' | 'Feature') | ('Added' | 'Depends') | ('New' | 'Default')],[('Added' | 'build') | ('Added' | 'ifdef')],['changeAsset' | 'addAsset']
1c6b7c2108bdb0c6a17044830028a649dbaca913,Pali Rohár,[('Added' | 'Feature') | ('Added' | 'Depends') | ('New' | 'Default')],[('Added' | 'Mapping')],['addAsset']
5aad0db1c1ebb0f5be79f0adbecc16a2f0259b21,Christian Ruppert,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
069d2e26e9d64ba7e04c2c255efdfd1238789ca6,Sylwester Nawrocki,[('Added' | 'Feature')],[('Added' | 'Mapping') | ('Modify' | 'Mapping')],['addAsset']
74988e8b5718b561457fd035dc3ab9b9d8f45a5d,Jingoo Han,[('Added' | 'Feature') | ('New' | 'Depends') | ('New' | 'Select')],[('Added' | 'Mapping')],['changeAsset' | 'addAsset']
75d2364ea0cab3a95be3f8d1f8dabd20ac4b1b2a,Srinivas Pandruvada,no-tag-changed,[('Added' | 'build')],['addAsset']
e590d451908329fee0515a4ec397154a16cfc8c4,Beomho Seo,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
2d281d8196e38dd3a4ee9af26621ddde8329f269,Jacob Pan,[('Added' | 'Feature') | ('New' | 'Depends') | ('New' | 'Default')],[('Added' | 'build')],['addAsset']
e5553f089a5604df2108f767392e67d4eedb330c,Gabor Juhos,[('Added' | 'Select') | ('Added' | 'Feature')],[('Added' | 'Mapping')],['addAsset']
4c336e4b1556f4b722ba597bc6e3df786968a600,Jason Gunthorpe,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'Mapping')],['changeAsset' | 'addAsset']
a2871c62e1865c45f87a9343de76f727fb7a0ffd,Jason Gunthorpe,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'Mapping')],['changeAsset' | 'addAsset']
bb6febdc90efe7f664328075c204eed8e9af7ec9,Maximilian Güntner,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'build')],['addAsset']
9c9b781804e0a278e258f81dfc31c50f80867730,Uwe Kleine-König,[('Added' | 'Feature') | ('Added' | 'Depends') | ('New' | 'Default')],[('Added' | 'Mapping')],['addAsset']
60013b94d9530346db963474f7fde8aecabaff25,Linus Walleij,[('Added' | 'Feature') | ('Added' | 'Depends') | ('New' | 'Select') | ('Added' | 'Select')],[('Added' | 'Mapping')],['addAsset']
d460a6f3d67a8558fb58299518077888b7dbf5f3,Laxman Dewangan,[('Added' | 'Feature') | ('New' | 'Select') | ('Added' | 'Select') | ('Added' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
39631b5f9584672d0b7de92619f85a113837600b,Peter Meerwald,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
f2298c0403b0dfcaef637eba0c02c4a06d7a25ab,Jens Axboe,[('Added' | 'Feature')],[('Added' | 'Mapping')],['addAsset']
ee08997fee16f10be23c9748d609dbdf3baab8e4,Dmitry Kasatkin,[('Added' | 'Feature')],[('Added' | 'Mapping')],['addAsset']
c6ce2b6bffe5740d572fdc5b5e690d5261abee51,Christian Ruppert,[('Added' | 'Feature') | ('New' | 'Select')],[('Added' | 'Mapping')],['addAsset']
ce77399226313a72578b5b0d67e289d3f165b8ba,Darbha Sriharsha,[('Added' | 'Feature') | ('Added' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
30612cd90005d8c4a3c53c7acadcf934a46c13df,Markus Pargmann,[('Added' | 'Feature') | ('New' | 'Select') | ('Added' | 'Select')],[('Added' | 'Mapping')],['addAsset']
e16dbf6011137343f51685c1e0c5be36a68fc501,Markus Pargmann,[('Added' | 'Feature') | ('New' | 'Depends') | ('New' | 'Select')],[('Added' | 'Mapping')],['addAsset']
47ac9aa165540b43deb3582f186073884de1cf3b,Sudeep KarkadaNagesha,[('Added' | 'Feature') | ('New' | 'Select') | ('New' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
0d289788247a4751b2dfa0a23960ac4de9450a94,Stanimir Varbanov,[('Added' | 'Feature') | ('Added' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
ba3eb9fce31571257f90c5e610ad74d6dd59b1f2,Valentine Barshak,[('Added' | 'Feature') | ('Added' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
80f93c7b0f4599ffbdac8d964ecd1162b8b618b9,Srinivas Kandagatla,[('Added' | 'Feature') | ('Added' | 'Depends')],[('Added' | 'build')],['addAsset']
c6d81bd7237b5785080087bcf796ce456ef69557,Heiko Stübner,[('Added' | 'Feature') | ('New' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
8a73cd4cfa159918da405d9645deca842590e2fe,Naveen Krishna Ch,[('Added' | 'Feature') | ('Added' | 'Depends')],[('Added' | 'Mapping')],['addAsset']
41c47d8cfd685cae6b08f9300fef12e602609b26,Enrico Mioso,[('Added' | 'Feature') | ('New' | 'Depends') | ('New' | 'Select') | ('Added' | 'Select')],[('Added' | 'Mapping')],['addAsset']
9da8312048edcf246ac1d7ab6aa0293f252de559,Greg Ungerer,[('Added' | 'Feature') | ('New' | 'Depends') | ('New' | 'Select')],[('Added' | 'Mapping')],['addAsset']
