X86_32
EMBEDDEDBOOT
PC_KEYBOARD
PPCBUG_NVRAM
IRQ_ALL_CPUS
ARCH_SPARSEMEM_DEFAULT
ARCH_MEMORY_PROBE
PPC_64K_PAGES
PROC_DEVICETREE
CMDLINE_BOOL
CMDLINE
PPC_I8259
PPC_INDIRECT_PCI
FSL_SOC
PCI_DOMAINS
PCI_QSPAN
PCI_8260
8260_PCI9
8260_PCI9_IDMA1
8260_PCI9_IDMA2
8260_PCI9_IDMA3
8260_PCI9_IDMA4
ADVANCED_OPTIONS
HIGHMEM_START_BOOL
HIGHMEM_START
LOWMEM_SIZE_BOOL
LOWMEM_SIZE
KERNEL_START_BOOL
KERNEL_START
TASK_SIZE_BOOL
TASK_SIZE
CONSISTENT_START_BOOL
CONSISTENT_START
CONSISTENT_SIZE_BOOL
CONSISTENT_SIZE
BOOT_LOAD_BOOL
BOOT_LOAD
PIN_TLB
KEYS_COMPAT
MPC8540_ADS
MPC8540
PPC_INDIRECT_PCI_BE
PPC64BRIDGE
FADS
RPXLITE
RPXCLASSIC
BSEIP
MPC8XXFADS
MPC86XADS
MPC885ADS
TQM823L
TQM850L
TQM855L
TQM860L
FPS850L
IVMS8
IVML24
HERMES_PRO
IP860
LWMON
PCU_E
CCM
LANTEC
MBX
WINCEPT
MPC8xx_SECOND_ETH
MPC8xx_SECOND_ETH_FEC2
MPC8xx_SECOND_ETH_SCC1
MPC8xx_SECOND_ETH_SCC3
MPC8xx_SCC_ENET_FIXED
KATANA
WILLOW
CPCI690
POWERPMC250
CHESTNUT
SPRUCE
HDPU
HDPU_FEATURES
EV64260
LOPEC
MVME5100
PPLUS
PRPMC750
PRPMC800
SANDPOINT
RADSTONE_PPC7D
PAL4
GEMINI
EST8260
SBC82xx
SBS8260
RPX8260
TQM8260
ADS8272
PQ2FADS
LITE5200
MPC834x_SYS
EV64360
PQ2ADS
TQM8xxL
PPC_MPC52xx
8260
8272
MPC834x
CPM1
CPM2
PPC_GEN550
FORCE
GT64260
MV64360#
MV64X60
MV64X60_BASE
MV64X60_NEW_BASE
NONMONARCH_SUPPORT
HARRIER
EPIC_SERIAL_MODE
MPC10X_BRIDGE
MPC10X_OPENPIC
MPC10X_STORE_GATHERING
SANDPOINT_ENABLE_UART1
HARRIER_STORE_GATHERING
MVME5100_IPMC761_PRESENT
SPRUCE_BAUD_33M
PREP_RESIDUAL
PROC_PREPRESIDUAL
AMIGA
ZORRO
ABSTRACT_CONSOLE
APUS_FAST_EXCEPT
AMIGA_PCMCIA
AMIGA_BUILTIN_SERIAL
GVPIOEXT
GVPIOEXT_LP
GVPIOEXT_PLIP
MULTIFACE_III_TTY
A2232
WHIPPET_SERIAL
APNE
SERIAL_CONSOLE
HEARTBEAT
PROC_HARDWARE
MPC83xx_PCI2
PCI_PERMEDIA
RAPIDIO
SERIAL_SICC
UART1_DFLT_CONSOLE
SERIAL_SICC_CONSOLE
KGDB
KGDB_TTYS0
KGDB_TTYS1
KGDB_TTYS2
KGDB_TTYS3
KGDB_CONSOLE
XMON
BDI_SWITCH
BOOTX_TEXT
SERIAL_TEXT_DEBUG
PPC_OCP
4xx
WANT_EARLY_SERIAL
BUBINGA
CPCI405
EP405
REDWOOD_5
REDWOOD_6
SYCAMORE
WALNUT
XILINX_ML300
XILINX_ML403
BAMBOO
EBONY
LUAN
YUCCA
OCOTEA
EP405PC
NP405H
440EP
440GP
440GX
440SP
440SPE
440
440A
IBM440EP_ERR42
IBM405_ERR77
IBM405_ERR51
IBM_OCP
IBM_EMAC4
BIOS_FIXUP
403GCX
405EP
405GP
405GPR
XILINX_VIRTEX_II_PRO
XILINX_VIRTEX_4_FX
XILINX_VIRTEX
STB03xxx
IBM_OPENBIOS
PPC4xx_DMA
PPC4xx_EDMA
UART0_TTYS0
UART0_TTYS1
GENERIC_BUST_SPINLOCK
S390
DEFAULT_MIGRATION_COST
MATHEMU
BINFMT_ELF32
MARCH_G5
MARCH_Z900
MARCH_Z990
PACK_STACK
SMALL_STACK
CHECK_STACK
STACK_GUARD
WARN_STACK
WARN_STACK_SIZE
MACHCHK_WARNING
QDIO
QDIO_PERF_STATS
QDIO_DEBUG
PREEMPT
IPL
IPL_TAPE
IPL_VM
PROCESS_DEBUG
PFAULT
SHARED_KERNEL
CMM
CMM_PROC
CMM_IUCV
VIRT_TIMER
APPLDATA_BASE
APPLDATA_MEM
APPLDATA_OS
APPLDATA_NET_SUM
NO_IDLE_HZ
NO_IDLE_HZ_INIT
PCMCIA
LBD
BLK_DEV_IO_TRACE
ACPI
ACPI_SLEEP
ACPI_SLEEP_PROC_FS
ACPI_SLEEP_PROC_SLEEP
ACPI_AC
ACPI_BATTERY
ACPI_BUTTON
ACPI_VIDEO
ACPI_HOTKEY
ACPI_FAN
ACPI_PROCESSOR
ACPI_HOTPLUG_CPU
ACPI_THERMAL
ACPI_NUMA
ACPI_ASUS
ACPI_IBM
ACPI_IBM_DOCK
ACPI_TOSHIBA
ACPI_CUSTOM_DSDT
ACPI_CUSTOM_DSDT_FILE
ACPI_BLACKLIST_YEAR
ACPI_DEBUG
ACPI_EC
ACPI_POWER
ACPI_SYSTEM
X86_PM_TIMER
ACPI_CONTAINER
ACPI_HOTPLUG_MEMORY
VT
VT_CONSOLE
HW_CONSOLE
SERIAL_NONSTANDARD
COMPUTONE
ROCKETPORT
CYCLADES
CYZ_INTR
DIGIEPCA
ESPSERIAL
MOXA_INTELLIO
MOXA_SMARTIO
ISI
SYNCLINK
SYNCLINKMP
SYNCLINK_GT
N_HDLC
RISCOM8
SPECIALIX
SPECIALIX_RTSCTS
SX
RIO
RIO_OLDPCI
STALDRV
STALLION
ISTALLION
AU1000_UART
AU1000_SERIAL_CONSOLE
QTRONIX_KEYBOARD
IT8172_CIR
IT8172_SCR0
IT8172_SCR1
SGI_SNSC
SGI_TIOCX
SGI_MBCS
UNIX98_PTYS
LEGACY_PTYS
LEGACY_PTY_COUNT
PRINTER
LP_CONSOLE
PPDEV
TIPAR
HVC_CONSOLE
HVCS
DS1620
NWBUTTON
NWBUTTON_REBOOT
NWFLASH
HW_RANDOM
NVRAM
RTC
SGI_DS1286
SGI_IP27_RTC
GEN_RTC
GEN_RTC_X
EFI_RTC
DS1302
S3C2410_RTC
RTC_VR41XX
COBALT_LCD
DTLK
R3964
APPLICOM
SONYPI
TANBAC_TB0219
FTAPE
MWAVE
SCx200_GPIO
CS5535_GPIO
GPIO_VR41XX
RAW_DRIVER
MAX_RAW_DEVS
HPET
HPET_RTC_IRQ
HPET_MMAP
HANGCHECK_TIMER
MMTIMER
TELCLOCK
HWMON
HWMON_VID
SENSORS_ADM1021
SENSORS_ADM1025
SENSORS_ADM1026
SENSORS_ADM1031
SENSORS_ADM9240
SENSORS_ASB100
SENSORS_ATXP1
SENSORS_DS1621
SENSORS_F71805F
SENSORS_FSCHER
SENSORS_FSCPOS
SENSORS_GL518SM
SENSORS_GL520SM
SENSORS_IT87
SENSORS_LM63
SENSORS_LM75
SENSORS_LM77
SENSORS_LM78
SENSORS_LM80
SENSORS_LM83
SENSORS_LM85
SENSORS_LM87
SENSORS_LM90
SENSORS_LM92
SENSORS_MAX1619
SENSORS_PC87360
SENSORS_SIS5595
SENSORS_SMSC47M1
SENSORS_SMSC47B397
SENSORS_VIA686A
SENSORS_VT8231
SENSORS_W83781D
SENSORS_W83792D
SENSORS_W83L785TS
SENSORS_W83627HF
SENSORS_W83627EHF
SENSORS_HDAPS
HWMON_DEBUG_CHIP
I2C_ALI1535
I2C_ALI1563
I2C_ALI15X3
I2C_AMD756
I2C_AMD756_S4882
I2C_AMD8111
I2C_AU1550
I2C_ELEKTOR
I2C_HYDRA
I2C_I801
I2C_I810
I2C_PXA
I2C_PXA_SLAVE
I2C_PIIX4
I2C_IBM_IIC
I2C_IOP3XX
I2C_ISA
I2C_ITE
I2C_IXP4XX
I2C_IXP2000
I2C_POWERMAC
I2C_MPC
I2C_NFORCE2
I2C_PARPORT
I2C_PARPORT_LIGHT
I2C_PROSAVAGE
I2C_RPXLITE
I2C_S3C2410
I2C_SAVAGE4
I2C_SIBYTE
SCx200_I2C
SCx200_I2C_SCL
SCx200_I2C_SDA
SCx200_ACB
I2C_SIS5595
I2C_SIS630
I2C_SIS96X
I2C_STUB
I2C_VIA
I2C_VIAPRO
I2C_VOODOO3
I2C_PCA_ISA
I2C_MV64XXX
MCP
MCP_SA11X0
MCP_UCB1200
MCP_UCB1200_TS
MMC
MMC_DEBUG
MMC_BLOCK
MMC_ARMMMCI
MMC_PXA
MMC_SDHCI
MMC_WBSD
MMC_AU1X
NETDEVICES
IFB
DUMMY
BONDING
EQUALIZER
TUN
NET_SB1000
NET_ETHERNET
MII
MACE
MACE_AAUI_PORT
BMAC
OAKNET
ARIADNE
A2065
HYDRA
ZORRO8390
APOLLO_ELPLUS
MAC8390
MAC89x0
MACSONIC
MACMACE
MVME147_NET
MVME16x_NET
BVME6000_NET
ATARILANCE
ATARI_BIONET
ATARI_PAMSNET
SUN3LANCE
SUN3_82586
HPLANCE
LASI_82596
MIPS_JAZZ_SONIC
MIPS_GT96100ETH
MIPS_AU1X00_ENET
NET_SB1250_MAC
SGI_IOC3_ETH
SGI_IOC3_ETH_HW_RX_CSUM
SGI_IOC3_ETH_HW_TX_CSUM
MIPS_SIM_NET
SGI_O2MACE_ETH
STNIC
SUNLANCE
HAPPYMEAL
SUNBMAC
SUNQE
SUNGEM
CASSINI
NET_VENDOR_3COM
EL1
EL2
ELPLUS
EL16
EL3
3C515
ELMC
ELMC_II
VORTEX
TYPHOON
LANCE
NET_VENDOR_SMC
WD80x3
ULTRAMCA
ULTRA
ULTRA32
SMC91X
SMC9194
DM9000
NET_VENDOR_RACAL
NI5010
NI52
NI65
AT1700
DEPCA
HP100
NET_ISA
E2100
EWRK3
EEXPRESS
EEXPRESS_PRO
HPLAN_PLUS
HPLAN
LP486E
ETH16I
NE2000
ZNET
SEEQ8005
SKMC
NE2_MCA
IBMLANA
IBMVETH
IBM_EMAC
IBM_EMAC_RXB
IBM_EMAC_TXB
IBM_EMAC_POLL_WEIGHT
IBM_EMAC_RX_COPY_THRESHOLD
IBM_EMAC_RX_SKB_HEADROOM
IBM_EMAC_PHY_RX_CLK_FIX
IBM_EMAC_DEBUG
IBM_EMAC_ZMII
IBM_EMAC_RGMII
IBM_EMAC_TAH
NET_PCI
PCNET32
AMD8111_ETH
AMD8111E_NAPI
ADAPTEC_STARFIRE
ADAPTEC_STARFIRE_NAPI
AC3200
APRICOT
B44
FORCEDETH
CS89x0
TC35815
DGRS
EEPRO100
E100
LNE390
FEALNX
NATSEMI
NE2K_PCI
NE3210
ES3210
8139CP
8139TOO
8139TOO_PIO
8139TOO_TUNE_TWISTER
8139TOO_8129
8139_OLD_RX_RESET
SIS900
EPIC100
SUNDANCE
SUNDANCE_MMIO
TLAN
VIA_RHINE
VIA_RHINE_MMIO
LAN_SAA9730
NET_POCKET
ATP
DE600
DE620
SGISEEQ
DECLANCE
68360_ENET
FEC
FEC2
NE_H8300
ACENIC
ACENIC_OMIT_TIGON_I
DL2K
E1000
E1000_NAPI
E1000_DISABLE_PACKET_SPLIT
MYRI_SBUS
NS83820
HAMACHI
YELLOWFIN
R8169
R8169_NAPI
R8169_VLAN
SIS190
SKGE
SKY2
SK98LIN
VIA_VELOCITY
TIGON3
BNX2
SPIDER_NET
GIANFAR
GFAR_NAPI
MV643XX_ETH
MV643XX_ETH_0
MV643XX_ETH_1
MV643XX_ETH_2
CHELSIO_T1
IXGB
IXGB_NAPI
S2IO
S2IO_NAPI
ISERIES_VETH
RIONET
RIONET_TX_SIZE
RIONET_RX_SIZE
FDDI
DEFXX
SKFP
HIPPI
ROADRUNNER
ROADRUNNER_LARGE_RINGS
PLIP
PPP
PPP_MULTILINK
PPP_FILTER
PPP_ASYNC
PPP_SYNC_TTY
PPP_DEFLATE
PPP_BSDCOMP
PPP_MPPE
PPPOE
PPPOATM
SLIP
SLIP_COMPRESSED
SLIP_SMART
SLIP_MODE_SLIP6
NET_FC
SHAPER
NETCONSOLE
NETPOLL
NETPOLL_RX
NETPOLL_TRAP
NET_POLL_CONTROLLER
NET_RADIO
NET_WIRELESS_RTNETLINK
STRIP
ARLAN
WAVELAN
PCMCIA_WAVELAN
PCMCIA_NETWAVE
PCMCIA_RAYCS
IPW2100
IPW2100_MONITOR
IPW2100_DEBUG
IPW2200
IPW2200_MONITOR
IPW_QOS
IPW2200_DEBUG
AIRO
HERMES
APPLE_AIRPORT
PLX_HERMES
TMD_HERMES
NORTEL_HERMES
PCI_HERMES
ATMEL
PCI_ATMEL
PCMCIA_HERMES
PCMCIA_SPECTRUM
AIRO_CS
PCMCIA_ATMEL
PCMCIA_WL3501
PRISM54
NET_WIRELESS
PCI_MSI
PCI_DEBUG
CCW
UNIX98_PTY_COUNT
TN3270
TN3270_TTY
TN3270_FS
TN3270_CONSOLE
TN3215
TN3215_CONSOLE
CCW_CONSOLE
SCLP
SCLP_TTY
SCLP_CONSOLE
SCLP_VT220_TTY
SCLP_VT220_CONSOLE
SCLP_CPI
S390_TAPE
S390_TAPE_BLOCK
S390_TAPE_34XX
S390_TAPE_3590
VMLOGRDR
VMCP
MONREADER
Z90CRYPT
BLK_DEV_XPRAM
DCSSBLK
DASD
DASD_PROFILE
DASD_ECKD
DASD_FBA
DASD_DIAG
DASD_EER
W1
EXT2_FS
EXT2_FS_XATTR
EXT2_FS_POSIX_ACL
EXT2_FS_SECURITY
EXT2_FS_XIP
FS_XIP
EXT3_FS
EXT3_FS_XATTR
EXT3_FS_POSIX_ACL
EXT3_FS_SECURITY
JBD
JBD_DEBUG
FS_MBCACHE
REISERFS_FS
REISERFS_CHECK
REISERFS_PROC_INFO
REISERFS_FS_XATTR
REISERFS_FS_POSIX_ACL
REISERFS_FS_SECURITY
JFS_FS
JFS_POSIX_ACL
JFS_SECURITY
JFS_DEBUG
JFS_STATISTICS
FS_POSIX_ACL
OCFS2_FS
MINIX_FS
ROMFS_FS
INOTIFY
QUOTA
QFMT_V1
QFMT_V2
QUOTACTL
DNOTIFY
AUTOFS_FS
AUTOFS4_FS
FUSE_FS
ISO9660_FS
JOLIET
ZISOFS
ZISOFS_FS
UDF_FS
UDF_NLS
FAT_FS
MSDOS_FS
VFAT_FS
FAT_DEFAULT_CODEPAGE
FAT_DEFAULT_IOCHARSET
NTFS_FS
NTFS_DEBUG
NTFS_RW
PROC_FS
PROC_KCORE
PROC_VMCORE
SYSFS
TMPFS
HUGETLBFS
HUGETLB_PAGE
RAMFS
CONFIGFS_FS
ADFS_FS
ADFS_FS_RW
AFFS_FS
HFS_FS
HFSPLUS_FS
BEFS_FS
BEFS_DEBUG
BFS_FS
EFS_FS
JFFS_FS
JFFS_FS_VERBOSE
JFFS_PROC_FS
JFFS2_FS
JFFS2_FS_DEBUG
JFFS2_FS_WRITEBUFFER
JFFS2_SUMMARY
JFFS2_COMPRESSION_OPTIONS
JFFS2_ZLIB
JFFS2_RTIME
JFFS2_RUBIN
JFFS2_CMODE_NONE
JFFS2_CMODE_PRIORITY
JFFS2_CMODE_SIZE
CRAMFS
VXFS_FS
HPFS_FS
QNX4FS_FS
QNX4FS_RW
SYSV_FS
UFS_FS
UFS_FS_WRITE
NFS_FS
NFS_V3
NFS_V3_ACL
NFS_V4
NFS_DIRECTIO
NFSD
NFSD_V2_ACL
NFSD_V3
NFSD_V3_ACL
NFSD_V4
NFSD_TCP
ROOT_NFS
LOCKD
LOCKD_V4
EXPORTFS
NFS_ACL_SUPPORT
NFS_COMMON
SUNRPC
SUNRPC_GSS
RPCSEC_GSS_KRB5
RPCSEC_GSS_SPKM3
SMB_FS
SMB_NLS_DEFAULT
SMB_NLS_REMOTE
CIFS
CIFS_STATS
CIFS_STATS2
CIFS_XATTR
CIFS_POSIX
CIFS_EXPERIMENTAL
CIFS_UPCALL
NCP_FS
CODA_FS
CODA_FS_OLD_API
AFS_FS
RXRPC
9P_FS
EXPERIMENTAL
BROKEN
BROKEN_ON_SMP
LOCK_KERNEL
INIT_ENV_ARG_LIMIT
LOCALVERSION
LOCALVERSION_AUTO
SWAP
SYSVIPC
POSIX_MQUEUE
BSD_PROCESS_ACCT
BSD_PROCESS_ACCT_V3
SYSCTL
AUDIT
AUDITSYSCALL
IKCONFIG
IKCONFIG_PROC
CPUSETS
RELAY
UID16
VM86
CC_OPTIMIZE_FOR_SIZE
KALLSYMS
KALLSYMS_ALL
KALLSYMS_EXTRA_PASS
HOTPLUG
PRINTK
BUG
ELF_CORE
BASE_FULL
FUTEX
EPOLL
SHMEM
CC_ALIGN_FUNCTIONS
CC_ALIGN_LABELS
CC_ALIGN_LOOPS
CC_ALIGN_JUMPS
SLAB
TINY_SHMEM
BASE_SMALL
SLOB
OBSOLETE_INTERMODULE
MODULES
MODULE_UNLOAD
MODULE_FORCE_UNLOAD
OBSOLETE_MODPARM
MODVERSIONS
MODULE_SRCVERSION_ALL
KMOD
STOP_MACHINE
PRINTK_TIME
MAGIC_SYSRQ
DEBUG_KERNEL
LOG_BUF_SHIFT
DETECT_SOFTLOCKUP
SCHEDSTATS
DEBUG_SLAB
DEBUG_PREEMPT
DEBUG_MUTEXES
DEBUG_SPINLOCK
DEBUG_SPINLOCK_SLEEP
DEBUG_KOBJECT
DEBUG_HIGHMEM
DEBUG_BUGVERBOSE
DEBUG_INFO
DEBUG_IOREMAP
DEBUG_FS
DEBUG_VM
FRAME_POINTER
UNWIND_INFO
FORCED_INLINING
RCU_TORTURE_TEST
IEEE80211
IEEE80211_DEBUG
IEEE80211_CRYPT_WEP
IEEE80211_CRYPT_CCMP
IEEE80211_CRYPT_TKIP
ALPHA
GENERIC_FIND_NEXT_BIT
AUTO_IRQ_AFFINITY
ALPHA_GENERIC
ALPHA_ALCOR
ALPHA_XL
ALPHA_BOOK1
ALPHA_AVANTI_CH
ALPHA_CABRIOLET
ALPHA_DP264
ALPHA_EB164
ALPHA_EB64P_CH
ALPHA_EB66
ALPHA_EB66P
ALPHA_EIGER
ALPHA_JENSEN
ALPHA_LX164
ALPHA_LYNX
ALPHA_MARVEL
ALPHA_MIATA
ALPHA_MIKASA
ALPHA_NAUTILUS
ALPHA_NONAME_CH
ALPHA_NORITAKE
ALPHA_PC164
ALPHA_P2K
ALPHA_RAWHIDE
ALPHA_RUFFIAN
ALPHA_RX164
ALPHA_SX164
ALPHA_SABLE
ALPHA_SHARK
ALPHA_TAKARA
ALPHA_TITAN
ALPHA_WILDFIRE
ALPHA_CORE_AGP
ALPHA_NONAME
ALPHA_EV4
ALPHA_LCA
ALPHA_APECS
ALPHA_EB64P
ALPHA_EV5
ALPHA_CIA
ALPHA_EV56
ALPHA_PRIMO
ALPHA_GAMMA
ALPHA_T2
ALPHA_PYXIS
ALPHA_EV6
ALPHA_TSUNAMI
ALPHA_EV67
ALPHA_EV7
ALPHA_MCPCIA
ALPHA_POLARIS
ALPHA_IRONGATE
GENERIC_HWEIGHT
ALPHA_AVANTI
ALPHA_BROKEN_IRQ_MASK
ALPHA_SRM
HAVE_DEC_LOCK
ALPHA_LARGE_VMALLOC
VERBOSE_MCHECK
VERBOSE_MCHECK_ON
SRM_ENV
ARM
FIQ
ARCH_MTD_XIP
ARCH_CLPS7500
ARCH_CLPS711X
ARCH_CO285
ARCH_EBSA110
ARCH_EP93XX
ARCH_FOOTBRIDGE
ARCH_INTEGRATOR
ARCH_IOP3XX
ARCH_IXP4XX
ARCH_IXP2000
ARCH_IXP23XX
ARCH_L7200
ARCH_PXA
ARCH_RPC
ARCH_SA1100
ARCH_S3C2410
ARCH_SHARK
ARCH_LH7A40X
ARCH_OMAP
ARCH_VERSATILE
ARCH_REALVIEW
ARCH_IMX
ARCH_H720X
ARCH_AAEC2000
ARCH_AT91RM9200
ARCH_ACORN
XSCALE_PMU
ARM_AMBA
ISA_DMA
PCI_HOST_VIA82C505
LOCAL_TIMERS
HZ
AEABI
OABI_COMPAT
LEDS
LEDS_TIMER
LEDS_CPU
ALIGNMENT_TRAP
ZBOOT_ROM_TEXT
ZBOOT_ROM_BSS
ZBOOT_ROM
XIP_KERNEL
XIP_PHYS_ADDR
CPU_FREQ_SA1100
CPU_FREQ_SA1110
CPU_FREQ_INTEGRATOR
FPE_NWFPE
FPE_NWFPE_XP
FPE_FASTFPE
VFP
ARTHUR
ARCH_SUPPORTS_BIG_ENDIAN
ARCH_ENP2611
ARCH_IXDP2400
ARCH_IXDP2800
ARCH_IXDP2X00
ARCH_IXDP2401
ARCH_IXDP2801
MACH_IXDP28X5
ARCH_IXDP2X01
IXP2000_SUPPORT_BROKEN_PCI_IO
ARCH_LUBBOCK
MACH_LOGICPD_PXA270
MACH_MAINSTONE
ARCH_PXA_IDP
PXA_SHARPSL
PXA_SHARPSL_25x
PXA_SHARPSL_27x
MACH_POODLE
MACH_CORGI
MACH_SHEPHERD
MACH_HUSKY
MACH_AKITA
MACH_SPITZ
MACH_BORZOI
MACH_TOSA
PXA25x
PXA27x
IWMMXT
PXA_SHARP_C7xx
PXA_SHARP_Cxx00
PXA_SSP
MACH_ANUBIS
MACH_OSIRIS
ARCH_BAST
BAST_PC104_IRQ
ARCH_H1940
MACH_N30
ARCH_SMDK2410
ARCH_S3C2440
MACH_VR1000
MACH_RX3715
MACH_OTOM
MACH_NEXCODER_2440
CPU_S3C2410
CPU_S3C2440
S3C2410_BOOT_WATCHDOG
S3C2410_BOOT_ERROR_RESET
S3C2410_DMA
S3C2410_DMA_DEBUG
S3C2410_PM_DEBUG
S3C2410_PM_CHECK
S3C2410_PM_CHECK_CHUNKSIZE
PM_SIMTEC
S3C2410_LOWLEVEL_UART_PORT
SA1100_ASSABET
ASSABET_NEPONSET
SA1100_CERF
SA1100_CERF_FLASH_8MB
SA1100_CERF_FLASH_16MB
SA1100_CERF_FLASH_32MB
SA1100_COLLIE
SA1100_H3100
SA1100_H3600
SA1100_H3800
SA1100_H3XXX
SA1100_BADGE4
SA1100_JORNADA720
SA1100_HACKKIT
SA1100_LART
SA1100_PLEB
SA1100_SHANNON
SA1100_SIMPAD
SA1100_SSP
H3600_SLEEVE
CPU_32
CPU_ARM610
CPU_ARM710
CPU_ARM720T
CPU_ARM920T
CPU_ARM922T
CPU_ARM925T
CPU_ARM926T
CPU_ARM1020
CPU_ARM1020E
CPU_ARM1022
CPU_ARM1026
CPU_SA110
CPU_SA1100
CPU_XSCALE
CPU_XSC3
CPU_V6
CPU_32v6K
CPU_32v3
CPU_32v4
CPU_32v5
CPU_32v6
CPU_ABRT_EV4
CPU_ABRT_EV4T
CPU_ABRT_LV4T
CPU_ABRT_EV5T
CPU_ABRT_EV5TJ
CPU_ABRT_EV6
CPU_CACHE_V3
CPU_CACHE_V4
CPU_CACHE_V4WT
CPU_CACHE_V4WB
CPU_CACHE_V6
CPU_CACHE_VIVT
CPU_CACHE_VIPT
CPU_COPY_V3
CPU_COPY_V4WT
CPU_COPY_V4WB
CPU_COPY_V6
CPU_TLB_V3
CPU_TLB_V4WT
CPU_TLB_V4WB
CPU_TLB_V4WBI
CPU_TLB_V6
IO_36
ARM_THUMB
CPU_BIG_ENDIAN
CPU_ICACHE_DISABLE
CPU_DCACHE_DISABLE
CPU_DCACHE_WRITETHROUGH
CPU_CACHE_ROUND_ROBIN
CPU_BPREDICT_DISABLE
TLS_REG_EMUL
HAS_TLS_REG
NEEDS_SYSCALL_FOR_CMPXCHG
ARM26
CPU_26
ARCH_ARC
ARCH_A5K
PAGESIZE_16
CRIS
ETRAX_CMDLINE
ETRAX_WATCHDOG
ETRAX_WATCHDOG_NICE_DOGGY
ETRAX_FAST_TIMER
ETRAX100LX
ETRAX100LX_V2
SVINTO_SIM
ETRAX_ARCH_V10
ETRAX_DRAM_SIZE
ETRAX_FLASH_BUSWIDTH
FRV
